ID;NAME;PHONE;ADDED_AT;REMOVED_AT;EMAIL;IS_ACTIVE
692;George;81;30-01-2020;;Woodrow.Polk@GMAIL.COM;false
693;Bill;22;10-01-2020;;Calvin.McKinley@GMAIL.COM;false
694;Rutherford;91;24-02-2020;15-04-2020;John.Roosevelt@GMAIL.COM;true
695;Grover;41;11-01-2020;04-04-2020;James.Roosevelt@GMAIL.COM;true
696;Chester;49;18-01-2020;;Thomas.Johnson@GMAIL.COM;false
697;Chester;43;25-01-2020;;Millard.Roosevelt@GMAIL.COM;false
698;Harry;95;10-01-2020;;Richard.Truman@GMAIL.COM;false
699;Andrew;42;14-02-2020;;George.Taylor@GMAIL.COM;false
700;James;27;25-01-2020;;Bill.Harrison@GMAIL.COM;false
701;Martin;68;08-02-2020;;Chester.Nixon@GMAIL.COM;false
702;Harry;63;02-01-2020;08-04-2020;Harry.Harrison@GMAIL.COM;true
703;Harry;24;17-01-2020;12-04-2020;Gerald.Garfield@GMAIL.COM;true
704;Millard;11;07-02-2020;;Rutherford.Van Buren@GMAIL.COM;false
705;Ulysses;25;27-02-2020;13-04-2020;Rutherford.Roosevelt@GMAIL.COM;true
706;Herbert;99;06-01-2020;30-04-2020;Martin.Roosevelt@GMAIL.COM;true
707;Herbert;32;11-01-2020;13-04-2020;James.Adams@GMAIL.COM;true
708;Franklin;99;01-01-2020;23-04-2020;Bill.Truman@GMAIL.COM;true
709;Dwight;21;05-02-2020;;Millard.Van Buren@GMAIL.COM;false
710;Abraham;30;30-01-2020;26-04-2020;Ulysses.Nixon@GMAIL.COM;true
711;Chester;88;05-02-2020;09-04-2020;William.Grant@GMAIL.COM;true
712;William;84;05-01-2020;14-04-2020;Zachary.McKinley@GMAIL.COM;true
713;Ulysses;50;08-02-2020;;Millard.Tyler@GMAIL.COM;false
714;Millard;79;19-01-2020;;Ronald.Cleveland@GMAIL.COM;false
715;Bill;89;08-02-2020;;Herbert.Garfield@GMAIL.COM;false
716;James;19;03-02-2020;21-04-2020;Ronald.Eisenhower@GMAIL.COM;true
717;Theodore;99;20-01-2020;02-04-2020;Benjamin.Hoover@GMAIL.COM;true
718;Gerald;85;31-01-2020;27-04-2020;James.Jackson@GMAIL.COM;true
719;Bill;24;12-02-2020;30-04-2020;Millard.Truman@GMAIL.COM;true
720;Thomas;24;28-02-2020;;Benjamin.Harding@GMAIL.COM;false
721;Franklin;52;15-02-2020;;Woodrow.Pierce@GMAIL.COM;false
722;Bill;57;16-01-2020;13-04-2020;Dwight.Pierce@GMAIL.COM;true
723;Benjamin;42;09-01-2020;26-04-2020;Herbert.Washington@GMAIL.COM;true
724;Jimmy;70;27-02-2020;24-04-2020;Dwight.Johnson@GMAIL.COM;true
725;Millard;68;22-02-2020;;Dwight.Harrison@GMAIL.COM;false
726;Millard;18;20-01-2020;;Grover.Pierce@GMAIL.COM;false
727;Martin;10;17-01-2020;02-04-2020;Woodrow.Adams@GMAIL.COM;true
728;Gerald;60;31-01-2020;;Grover.Quincy@GMAIL.COM;false
729;Martin;67;21-01-2020;06-04-2020;Woodrow.Jefferson@GMAIL.COM;true
730;Harry;40;11-02-2020;13-04-2020;Lyndon.Garfield@GMAIL.COM;true
731;Lyndon;70;28-01-2020;;Bill.Adams@GMAIL.COM;false
732;Ronald;66;02-02-2020;;Thomas.Harrison@GMAIL.COM;false
733;Grover;92;08-02-2020;;Grover.Buchanan@GMAIL.COM;false
734;Thomas;66;20-01-2020;;Theodore.Hoover@GMAIL.COM;false
735;Martin;75;01-02-2020;28-04-2020;Zachary.Pierce@GMAIL.COM;true
736;Martin;98;22-02-2020;26-04-2020;Martin.Roosevelt@GMAIL.COM;true
737;Dwight;24;02-01-2020;11-04-2020;Bill.Adams@GMAIL.COM;true
738;Lyndon;47;15-02-2020;17-04-2020;Theodore.Ford@GMAIL.COM;true
739;Chester;92;06-02-2020;03-04-2020;Martin.Coolidge@GMAIL.COM;true
740;Ulysses;50;03-02-2020;02-04-2020;Rutherford.Washington@GMAIL.COM;true
741;James;77;10-02-2020;;Calvin.Nixon@GMAIL.COM;false
742;George;66;13-02-2020;;Millard.Monroe@GMAIL.COM;false
743;Richard;33;27-02-2020;11-04-2020;Richard.Van Buren@GMAIL.COM;true
744;Dwight;97;14-02-2020;;Abraham.Johnson@GMAIL.COM;false
745;Herbert;46;12-01-2020;;Woodrow.Cleveland@GMAIL.COM;false
746;William;45;01-03-2020;15-04-2020;Franklin.Madison@GMAIL.COM;true
747;Dwight;25;28-02-2020;;Warren.Roosevelt@GMAIL.COM;false
748;Calvin;34;06-01-2020;10-04-2020;Zachary.Buchanan@GMAIL.COM;true
749;Gerald;93;20-02-2020;;John.Jackson@GMAIL.COM;false
750;Franklin;14;16-01-2020;;Harry.Harrison@GMAIL.COM;false
751;Richard;64;25-01-2020;28-04-2020;Chester.Nixon@GMAIL.COM;true
752;Gerald;90;26-01-2020;;Rutherford.Grant@GMAIL.COM;false
753;Lyndon;44;06-02-2020;;George.Buchanan@GMAIL.COM;false
754;Millard;88;22-01-2020;;Martin.Grant@GMAIL.COM;false
755;Grover;39;27-02-2020;07-04-2020;Woodrow.Fillmore@GMAIL.COM;true
756;Millard;68;30-01-2020;02-04-2020;William.Jackson@GMAIL.COM;true
757;James;12;11-02-2020;06-04-2020;Ulysses.Harrison@GMAIL.COM;true
758;Warren;81;14-01-2020;09-04-2020;Calvin.Madison@GMAIL.COM;true
759;Ronald;55;03-02-2020;21-04-2020;Lyndon.Johnson@GMAIL.COM;true
760;Ulysses;91;16-01-2020;15-04-2020;William.Ford@GMAIL.COM;true
761;Herbert;73;02-01-2020;04-04-2020;Harry.Nixon@GMAIL.COM;true
762;Abraham;60;03-01-2020;21-04-2020;Dwight.Tyler@GMAIL.COM;true
763;Zachary;33;12-01-2020;;Harry.Harding@GMAIL.COM;false
764;Bill;96;01-02-2020;;Theodore.Adams@GMAIL.COM;false
765;Calvin;78;06-01-2020;29-04-2020;James.Hoover@GMAIL.COM;true
766;Rutherford;92;11-01-2020;26-04-2020;Zachary.Jefferson@GMAIL.COM;true
767;Benjamin;79;22-01-2020;23-04-2020;Dwight.Adams@GMAIL.COM;true
768;Martin;97;10-02-2020;29-04-2020;Woodrow.Arthur@GMAIL.COM;true
769;Ronald;21;22-02-2020;;Dwight.Harding@GMAIL.COM;false
770;Chester;23;23-01-2020;13-04-2020;Herbert.Fillmore@GMAIL.COM;true
771;Dwight;97;12-02-2020;20-04-2020;Millard.Harding@GMAIL.COM;true
772;John;66;16-02-2020;;George.Fillmore@GMAIL.COM;false
773;Lyndon;84;29-02-2020;;Warren.Harding@GMAIL.COM;false
774;Warren;34;25-02-2020;;Martin.Carter@GMAIL.COM;false
775;Ulysses;65;16-02-2020;22-04-2020;Rutherford.Madison@GMAIL.COM;true
776;Jimmy;60;21-02-2020;;Woodrow.Ford@GMAIL.COM;false
777;Lyndon;58;09-01-2020;01-05-2020;Calvin.Ford@GMAIL.COM;true
778;Martin;55;22-01-2020;;Andrew.Carter@GMAIL.COM;false
779;Benjamin;39;24-01-2020;02-04-2020;Ulysses.Clinton@GMAIL.COM;true
780;Gerald;57;22-02-2020;;Franklin.Jefferson@GMAIL.COM;false
781;Jimmy;95;26-01-2020;15-04-2020;James.Van Buren@GMAIL.COM;true
782;Bill;41;08-02-2020;08-04-2020;Bill.Truman@GMAIL.COM;true
783;James;15;06-02-2020;08-04-2020;Theodore.Clinton@GMAIL.COM;true
784;Ronald;51;11-01-2020;14-04-2020;George.Kennedy@GMAIL.COM;true
785;Jimmy;31;29-01-2020;06-04-2020;Herbert.Cleveland@GMAIL.COM;true
786;Calvin;71;05-02-2020;16-04-2020;Chester.Taft@GMAIL.COM;true
787;Abraham;91;06-02-2020;30-04-2020;John.Polk@GMAIL.COM;true
788;Martin;91;09-02-2020;27-04-2020;Lyndon.Taft@GMAIL.COM;true
789;Grover;57;11-02-2020;;Grover.Lincoln@GMAIL.COM;false
790;Ronald;32;30-01-2020;05-04-2020;Warren.Jefferson@GMAIL.COM;true
791;Abraham;16;20-02-2020;;George.Grant@GMAIL.COM;false
792;Thomas;89;28-02-2020;13-04-2020;Thomas.Clinton@GMAIL.COM;true
793;Richard;41;16-02-2020;;George.Roosevelt@GMAIL.COM;false
794;Zachary;45;03-01-2020;;Herbert.Johnson@GMAIL.COM;false
795;William;60;05-02-2020;25-04-2020;Bill.Johnson@GMAIL.COM;true
796;Rutherford;89;26-01-2020;;Chester.Johnson@GMAIL.COM;false
797;Rutherford;55;23-01-2020;01-05-2020;Warren.Madison@GMAIL.COM;true
798;Millard;57;25-01-2020;;Lyndon.Pierce@GMAIL.COM;false
799;Martin;48;04-01-2020;;Grover.Hayes@GMAIL.COM;false
800;John;93;24-02-2020;;Lyndon.Van Buren@GMAIL.COM;false
801;Bill;79;16-02-2020;16-04-2020;Jimmy.Coolidge@GMAIL.COM;true
802;Dwight;46;19-02-2020;;Rutherford.Van Buren@GMAIL.COM;false
803;Benjamin;38;08-02-2020;07-04-2020;William.Roosevelt@GMAIL.COM;true
804;Richard;85;29-02-2020;;Benjamin.Adams@GMAIL.COM;false
805;Andrew;21;15-02-2020;06-04-2020;Ronald.Tyler@GMAIL.COM;true
806;Andrew;26;19-02-2020;;Zachary.Reagan@GMAIL.COM;false
807;Andrew;16;12-01-2020;14-04-2020;Andrew.Ford@GMAIL.COM;true
808;Ronald;55;03-01-2020;;Rutherford.Polk@GMAIL.COM;false
809;Harry;100;09-01-2020;;Theodore.Tyler@GMAIL.COM;false
810;Lyndon;11;06-02-2020;;Harry.Wilson@GMAIL.COM;false
811;Benjamin;14;05-02-2020;;Thomas.Adams@GMAIL.COM;false
812;Warren;10;10-02-2020;27-04-2020;Ulysses.Garfield@GMAIL.COM;true
813;Richard;34;19-01-2020;;John.Taft@GMAIL.COM;false
814;Calvin;91;19-02-2020;16-04-2020;Lyndon.Johnson@GMAIL.COM;true
815;Martin;68;27-02-2020;01-05-2020;Calvin.Buchanan@GMAIL.COM;true
816;Herbert;61;26-02-2020;;Grover.Kennedy@GMAIL.COM;false
817;Ulysses;23;18-02-2020;16-04-2020;James.Roosevelt@GMAIL.COM;true
818;Gerald;31;17-02-2020;07-04-2020;Jimmy.Polk@GMAIL.COM;true
819;Richard;44;04-02-2020;26-04-2020;Richard.Hayes@GMAIL.COM;true
820;Harry;46;30-01-2020;29-04-2020;Franklin.Jefferson@GMAIL.COM;true
821;Franklin;54;25-02-2020;06-04-2020;Theodore.Harding@GMAIL.COM;true
822;James;45;07-01-2020;13-04-2020;Grover.Van Buren@GMAIL.COM;true
823;William;13;02-01-2020;14-04-2020;Franklin.Ford@GMAIL.COM;true
824;Zachary;26;31-01-2020;;Harry.Hoover@GMAIL.COM;false
825;Benjamin;18;27-01-2020;02-04-2020;Harry.McKinley@GMAIL.COM;true
826;Benjamin;67;07-01-2020;01-05-2020;Woodrow.Adams@GMAIL.COM;true
827;Millard;80;29-02-2020;;Rutherford.McKinley@GMAIL.COM;false
828;Franklin;63;28-02-2020;07-04-2020;Herbert.Taft@GMAIL.COM;true
829;Rutherford;85;01-02-2020;05-04-2020;John.Van Buren@GMAIL.COM;true
830;Bill;20;14-02-2020;;Franklin.Grant@GMAIL.COM;false
831;Harry;14;16-01-2020;;Grover.Adams@GMAIL.COM;false
832;Chester;77;22-01-2020;30-04-2020;Grover.Harrison@GMAIL.COM;true
833;James;15;24-01-2020;30-04-2020;George.Grant@GMAIL.COM;true
834;Theodore;55;05-02-2020;;Harry.Arthur@GMAIL.COM;false
835;Ronald;66;27-01-2020;11-04-2020;William.Johnson@GMAIL.COM;true
836;Richard;29;11-01-2020;;Ronald.Arthur@GMAIL.COM;false
837;George;89;22-01-2020;;Abraham.Harrison@GMAIL.COM;false
838;Calvin;53;08-02-2020;;Thomas.Harrison@GMAIL.COM;false
839;Herbert;67;25-02-2020;06-04-2020;Thomas.Jackson@GMAIL.COM;true
840;Jimmy;44;27-01-2020;28-04-2020;Andrew.Garfield@GMAIL.COM;true
841;Abraham;39;06-01-2020;;Rutherford.Harding@GMAIL.COM;false
842;Andrew;93;01-03-2020;;Bill.Roosevelt@GMAIL.COM;false
843;Calvin;58;23-01-2020;14-04-2020;Dwight.Cleveland@GMAIL.COM;true
844;James;39;03-01-2020;17-04-2020;Richard.Roosevelt@GMAIL.COM;true
845;Millard;17;25-02-2020;17-04-2020;James.Tyler@GMAIL.COM;true
846;Calvin;98;21-02-2020;;Grover.Truman@GMAIL.COM;false
847;Dwight;96;09-02-2020;;Jimmy.Buchanan@GMAIL.COM;false
848;Warren;41;20-02-2020;;Bill.Buchanan@GMAIL.COM;false
849;Bill;87;04-02-2020;;Lyndon.Clinton@GMAIL.COM;false
850;Bill;21;27-01-2020;;Chester.Arthur@GMAIL.COM;false
851;George;37;10-01-2020;23-04-2020;Theodore.Carter@GMAIL.COM;true
852;Chester;26;27-02-2020;22-04-2020;George.Polk@GMAIL.COM;true
853;Bill;14;16-01-2020;;William.Cleveland@GMAIL.COM;false
854;Bill;82;18-01-2020;;Andrew.Harding@GMAIL.COM;false
855;Warren;87;26-01-2020;04-04-2020;Rutherford.Johnson@GMAIL.COM;true
856;Franklin;33;25-02-2020;;John.Coolidge@GMAIL.COM;false
857;Benjamin;49;11-02-2020;30-04-2020;Gerald.Clinton@GMAIL.COM;true
858;Richard;33;17-01-2020;24-04-2020;Calvin.Monroe@GMAIL.COM;true
859;Millard;65;15-01-2020;;James.Harrison@GMAIL.COM;false
860;James;11;13-02-2020;;Franklin.Harrison@GMAIL.COM;false
861;Jimmy;17;11-02-2020;03-04-2020;Herbert.Coolidge@GMAIL.COM;true
862;Martin;10;08-01-2020;01-05-2020;Abraham.Eisenhower@GMAIL.COM;true
863;Zachary;79;04-01-2020;;James.Jackson@GMAIL.COM;false
864;Martin;60;29-02-2020;;Zachary.Madison@GMAIL.COM;false
865;Richard;70;31-01-2020;09-04-2020;Gerald.Washington@GMAIL.COM;true
866;Thomas;97;10-02-2020;;George.Arthur@GMAIL.COM;false
867;Ronald;69;03-02-2020;17-04-2020;Chester.Roosevelt@GMAIL.COM;true
868;John;95;04-02-2020;05-04-2020;Dwight.Washington@GMAIL.COM;true
869;Lyndon;48;20-01-2020;27-04-2020;Richard.Jefferson@GMAIL.COM;true
870;Warren;30;28-02-2020;;Dwight.Taft@GMAIL.COM;false
871;Calvin;45;17-02-2020;13-04-2020;Millard.Garfield@GMAIL.COM;true
872;Dwight;89;25-01-2020;;Lyndon.Van Buren@GMAIL.COM;false
873;Warren;52;08-02-2020;17-04-2020;Franklin.Truman@GMAIL.COM;true
874;Gerald;82;01-03-2020;;Woodrow.Adams@GMAIL.COM;false
875;John;29;24-02-2020;;Zachary.Lincoln@GMAIL.COM;false
876;Bill;53;06-02-2020;26-04-2020;Ulysses.Harrison@GMAIL.COM;true
877;Dwight;86;23-01-2020;;Rutherford.Taft@GMAIL.COM;false
878;Harry;65;10-01-2020;07-04-2020;Ulysses.Johnson@GMAIL.COM;true
879;Andrew;43;26-01-2020;09-04-2020;Ronald.Jackson@GMAIL.COM;true
880;Calvin;68;17-02-2020;;Warren.Carter@GMAIL.COM;false
881;Lyndon;79;15-01-2020;24-04-2020;Martin.Reagan@GMAIL.COM;true
882;Franklin;55;02-02-2020;10-04-2020;Herbert.Adams@GMAIL.COM;true
883;Ulysses;69;07-01-2020;;Calvin.Jefferson@GMAIL.COM;false
884;Grover;64;21-02-2020;;Franklin.Buchanan@GMAIL.COM;false
885;Warren;43;14-02-2020;;John.Garfield@GMAIL.COM;false
886;Calvin;32;11-01-2020;15-04-2020;James.Polk@GMAIL.COM;true
887;Thomas;35;07-01-2020;;Millard.Arthur@GMAIL.COM;false
888;Rutherford;90;03-02-2020;;Gerald.Johnson@GMAIL.COM;false
889;Harry;60;01-02-2020;;Franklin.Cleveland@GMAIL.COM;false
890;Jimmy;98;10-01-2020;;Grover.Tyler@GMAIL.COM;false
891;George;14;24-01-2020;05-04-2020;Martin.Ford@GMAIL.COM;true
892;Grover;78;27-01-2020;;Ulysses.Grant@GMAIL.COM;false
893;Woodrow;56;19-01-2020;;Warren.Ford@GMAIL.COM;false
894;John;98;17-02-2020;;Benjamin.Garfield@GMAIL.COM;false
895;Richard;64;02-02-2020;;Grover.Harding@GMAIL.COM;false
896;Lyndon;89;17-02-2020;;Thomas.Pierce@GMAIL.COM;false
897;Millard;76;24-01-2020;;Chester.Johnson@GMAIL.COM;false
898;Warren;42;14-02-2020;;Benjamin.Taylor@GMAIL.COM;false
899;Woodrow;36;24-02-2020;12-04-2020;Woodrow.Arthur@GMAIL.COM;true
900;John;55;15-02-2020;;Jimmy.Tyler@GMAIL.COM;false
901;Gerald;49;21-02-2020;;John.Kennedy@GMAIL.COM;false
902;William;13;16-01-2020;24-04-2020;James.Truman@GMAIL.COM;true
903;Jimmy;92;13-02-2020;05-04-2020;Rutherford.Truman@GMAIL.COM;true
904;Dwight;55;01-03-2020;07-04-2020;Harry.Nixon@GMAIL.COM;true
905;Franklin;53;31-01-2020;;William.Harrison@GMAIL.COM;false
906;Ronald;74;08-01-2020;;Zachary.Taylor@GMAIL.COM;false
907;Zachary;44;10-02-2020;;Theodore.Pierce@GMAIL.COM;false
908;Ulysses;21;01-02-2020;;Woodrow.Nixon@GMAIL.COM;false
909;Dwight;24;25-01-2020;;Thomas.Arthur@GMAIL.COM;false
910;Woodrow;62;14-01-2020;;Grover.Eisenhower@GMAIL.COM;false
911;Ulysses;38;21-02-2020;25-04-2020;Grover.McKinley@GMAIL.COM;true
912;Theodore;69;16-01-2020;;Chester.Carter@GMAIL.COM;false
913;Warren;47;07-01-2020;16-04-2020;Abraham.Johnson@GMAIL.COM;true
914;Benjamin;49;29-02-2020;20-04-2020;Grover.Monroe@GMAIL.COM;true
915;Theodore;12;02-01-2020;20-04-2020;Franklin.Tyler@GMAIL.COM;true
916;Franklin;78;30-01-2020;;Harry.Grant@GMAIL.COM;false
917;Harry;94;12-01-2020;;James.Hayes@GMAIL.COM;false
918;Andrew;55;12-02-2020;;Ulysses.Polk@GMAIL.COM;false
919;Calvin;57;23-01-2020;24-04-2020;Rutherford.Hoover@GMAIL.COM;true
920;Dwight;25;22-01-2020;01-04-2020;Martin.Truman@GMAIL.COM;true
921;Millard;80;06-01-2020;;John.Washington@GMAIL.COM;false
922;Gerald;31;26-01-2020;01-05-2020;Zachary.Reagan@GMAIL.COM;true
923;William;69;28-02-2020;24-04-2020;John.Tyler@GMAIL.COM;true
924;Ulysses;53;27-02-2020;17-04-2020;Bill.McKinley@GMAIL.COM;true
925;George;62;31-01-2020;;James.Johnson@GMAIL.COM;false
926;Abraham;57;11-01-2020;;Rutherford.Polk@GMAIL.COM;false
927;Lyndon;35;21-02-2020;;Gerald.Pierce@GMAIL.COM;false
928;Jimmy;87;10-01-2020;;Harry.Harding@GMAIL.COM;false
929;Lyndon;68;10-01-2020;;Rutherford.Truman@GMAIL.COM;false
930;Bill;66;20-01-2020;09-04-2020;Jimmy.Adams@GMAIL.COM;true
931;Richard;35;28-01-2020;;Andrew.Eisenhower@GMAIL.COM;false
932;Andrew;57;07-01-2020;19-04-2020;Ulysses.Kennedy@GMAIL.COM;true
933;George;46;26-02-2020;29-04-2020;Calvin.Nixon@GMAIL.COM;true
934;Calvin;73;21-02-2020;17-04-2020;Martin.Kennedy@GMAIL.COM;true
935;Benjamin;15;20-02-2020;24-04-2020;Rutherford.Adams@GMAIL.COM;true
936;Theodore;87;07-01-2020;24-04-2020;Thomas.Kennedy@GMAIL.COM;true
937;Ronald;88;31-01-2020;04-04-2020;Jimmy.Roosevelt@GMAIL.COM;true
938;Calvin;51;20-01-2020;;Grover.Quincy@GMAIL.COM;false
939;Martin;88;19-01-2020;13-04-2020;Herbert.Adams@GMAIL.COM;true
940;Martin;97;14-01-2020;02-04-2020;Harry.Johnson@GMAIL.COM;true
941;Warren;83;25-01-2020;02-04-2020;Millard.Reagan@GMAIL.COM;true
942;Chester;46;18-02-2020;;James.Clinton@GMAIL.COM;false
943;William;79;08-01-2020;;Woodrow.Eisenhower@GMAIL.COM;false
944;Andrew;13;11-01-2020;;Chester.Garfield@GMAIL.COM;false
945;Calvin;16;19-01-2020;;William.Van Buren@GMAIL.COM;false
946;Ronald;91;25-02-2020;;Theodore.Lincoln@GMAIL.COM;false
947;James;26;26-01-2020;;Rutherford.Grant@GMAIL.COM;false
948;Gerald;31;17-01-2020;;Gerald.Madison@GMAIL.COM;false
949;James;54;02-02-2020;;Rutherford.Wilson@GMAIL.COM;false
950;Ronald;58;31-01-2020;24-04-2020;Calvin.Eisenhower@GMAIL.COM;true
951;Chester;94;28-02-2020;;Grover.McKinley@GMAIL.COM;false
952;Harry;15;12-02-2020;05-04-2020;Harry.Monroe@GMAIL.COM;true
953;Ronald;94;20-02-2020;;Millard.Johnson@GMAIL.COM;false
954;Ronald;79;01-02-2020;;Ulysses.Ford@GMAIL.COM;false
955;John;27;07-02-2020;;Harry.Hoover@GMAIL.COM;false
956;Calvin;14;18-01-2020;11-04-2020;Thomas.Johnson@GMAIL.COM;true
957;Andrew;47;15-01-2020;;George.Carter@GMAIL.COM;false
958;Herbert;34;14-01-2020;18-04-2020;Martin.Reagan@GMAIL.COM;true
959;Woodrow;56;16-01-2020;29-04-2020;Warren.Pierce@GMAIL.COM;true
960;Benjamin;45;07-02-2020;;Ulysses.Polk@GMAIL.COM;false
961;Grover;48;08-01-2020;17-04-2020;Gerald.Roosevelt@GMAIL.COM;true
962;Herbert;69;04-02-2020;;Herbert.Polk@GMAIL.COM;false
963;George;48;15-02-2020;07-04-2020;Herbert.Adams@GMAIL.COM;true
964;Rutherford;94;01-02-2020;08-04-2020;Ulysses.Coolidge@GMAIL.COM;true
965;Rutherford;19;27-02-2020;22-04-2020;Warren.Grant@GMAIL.COM;true
966;Ulysses;52;18-02-2020;25-04-2020;Martin.Reagan@GMAIL.COM;true
967;Woodrow;54;08-01-2020;30-04-2020;Andrew.Grant@GMAIL.COM;true
968;Bill;59;08-01-2020;07-04-2020;William.Garfield@GMAIL.COM;true
969;Chester;72;18-01-2020;;Harry.Madison@GMAIL.COM;false
970;Franklin;90;16-02-2020;28-04-2020;Woodrow.Washington@GMAIL.COM;true
971;Benjamin;74;22-01-2020;;Andrew.Buchanan@GMAIL.COM;false
972;Harry;27;06-01-2020;06-04-2020;Herbert.Nixon@GMAIL.COM;true
973;Theodore;92;16-01-2020;28-04-2020;Millard.McKinley@GMAIL.COM;true
974;Calvin;86;07-01-2020;19-04-2020;Rutherford.Quincy@GMAIL.COM;true
975;Franklin;21;25-01-2020;;Warren.Buchanan@GMAIL.COM;false
976;Ronald;28;31-01-2020;;John.Truman@GMAIL.COM;false
977;Richard;72;06-02-2020;;Dwight.Cleveland@GMAIL.COM;false
978;James;63;10-01-2020;;James.Hayes@GMAIL.COM;false
979;Herbert;59;12-02-2020;12-04-2020;Grover.Taylor@GMAIL.COM;true
980;Ronald;46;26-02-2020;07-04-2020;Grover.Fillmore@GMAIL.COM;true
981;Ronald;50;18-02-2020;;Martin.Eisenhower@GMAIL.COM;false
982;Benjamin;23;29-01-2020;26-04-2020;William.Arthur@GMAIL.COM;true
983;Lyndon;14;14-01-2020;;William.Eisenhower@GMAIL.COM;false
984;Martin;95;27-02-2020;25-04-2020;Richard.Garfield@GMAIL.COM;true
985;Calvin;19;20-02-2020;22-04-2020;Calvin.Harrison@GMAIL.COM;true
986;Warren;93;20-01-2020;;Martin.Roosevelt@GMAIL.COM;false
987;Franklin;82;28-02-2020;;Millard.Tyler@GMAIL.COM;false
988;Andrew;98;24-01-2020;;Andrew.Pierce@GMAIL.COM;false
989;John;59;03-02-2020;;John.Tyler@GMAIL.COM;false
990;Lyndon;74;27-01-2020;12-04-2020;Lyndon.Monroe@GMAIL.COM;true
991;Grover;62;13-01-2020;;Andrew.Coolidge@GMAIL.COM;false
992;Calvin;45;24-01-2020;11-04-2020;Warren.Pierce@GMAIL.COM;true
993;Calvin;33;19-02-2020;28-04-2020;Bill.Washington@GMAIL.COM;true
994;Ronald;71;26-02-2020;18-04-2020;James.Arthur@GMAIL.COM;true
995;William;62;26-02-2020;;Herbert.Tyler@GMAIL.COM;false
996;Thomas;50;24-02-2020;;Dwight.Johnson@GMAIL.COM;false
997;Theodore;72;28-02-2020;28-04-2020;Bill.Grant@GMAIL.COM;true
998;Rutherford;77;13-01-2020;;Woodrow.Coolidge@GMAIL.COM;false
999;Thomas;52;08-01-2020;;Andrew.Van Buren@GMAIL.COM;false
1000;Martin;48;22-01-2020;;Lyndon.Carter@GMAIL.COM;false
